도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
철마도서관,전라남도,진도군,공공도서관,"매주 금요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,141,40090,23,5413,3,14,전라남도 진도군 진도읍 철마길 25,전라남도 진도군청,061-540-3061,1500,620.53,http://lib.jindo.go.kr,34.4868321091,126.2635763579,2020-11-27,5000000,전라남도 진도군
경상북도교육청청도도서관,경상북도,청도군,공공도서관,"매주 월요일, 관공서의 공휴일",09:00,21:00,09:00,21:00,00:00,00:00,260,96224,206,3088,5,14,경상북도 청도군 청도읍 청화로 124,경상북도교육청청도도서관,054-370-7600,3724,2829.67,http://www.gbelib.kr/cd,35.6450013786,128.7402163742,2020-11-07,8911000,경상북도교육청 경상북도청도교육지원청
금정도서관,부산광역시,금정구,공공도서관,매주 월요일 및 국가지정 공휴일,07:00,23:00,07:00,23:00,00:00,00:00,1168,243923,116,14396,5,14,부산광역시 금정구 금정도서관로 33(청룡동),부산광역시 금정구청(공립),051-519-5601,8181,8466,http://library.geumjeong.go.kr,35.27261359,129.096181,2020-08-12,3350000,부산광역시 금정구
행복한 작은도서관,부산광역시,남구,작은도서관,"매주 토,일요일",13:00,20:00,00:00,00:00,00:00,00:00,8,2500,2,0,0,0,부산광역시 남구 양지골로169번길 56(감만동),,051-636-0691,,,,35.1159900517,129.0828025253,2020-03-27,3310000,부산광역시 남구
LG메트로작은쌈지도서관,부산광역시,남구,작은도서관,"매주 토,일요일",10:00,17:00,00:00,00:00,00:00,00:00,38,19820,0,0,2,7,부산광역시 남구 신선로 566-2(용호동) 4층,,051-612-2295,,,,35.1304964685,129.1120825902,2020-03-27,3310000,부산광역시 남구
아름드리작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,18099,7,0,5,14,"서울특별시 마포구 방울내로7길 11, 1층",(사)한국청소년지원네트워크,02-322-8639,,181,https://mplib.mapo.go.kr/libsmall,37.5603130000,126.9023160000,2020-09-30,3130000,서울특별시 마포구
해오름작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,16840,10,0,5,14,"서울특별시 마포구 신촌로26길 10, 2층",(사)한국청소년지원네트워크,02-714-8080,,168,https://mplib.mapo.go.kr/libsmall,37.5558480000,126.9423680000,2020-09-30,3130000,서울특별시 마포구
성메작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,18932,9,0,5,14,"서울특별시 마포구 월드컵북로30길 22, 2층",(사)한국청소년지원네트워크,02-373-4785,,165,https://mplib.mapo.go.kr/libsmall,37.5686100000,126.9089750000,2020-09-30,3130000,서울특별시 마포구
성산글마루작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",10:00,19:00,10:00,16:00,00:00,00:00,20,15855,8,0,5,14,"서울특별시 마포구 월드컵북로 235, 3층",(사)한국청소년지원네트워크,02-373-2900,,188,https://mplib.mapo.go.kr/libsmall,37.5697020000,126.9014200000,2020-09-30,3130000,서울특별시 마포구
늘푸른소나무작은도서관,서울특별시,마포구,작은도서관,"일요일, 공휴일",09:00,18:00,10:00,16:00,00:00,00:00,20,19005,8,0,5,14,"서울특별시 마포구 백범로 227, 3층",(사)마포문화원,02-718-4785,,174,https://mplib.mapo.go.kr/libsmall,37.5422330000,126.9554940000,2020-09-30,3130000,서울특별시 마포구
초록우산작은도서관,전라북도,전주시,작은도서관,매주일요일,09:00,18:00,09:00,18:00,00:00,00:00,36,14438,0,0,5,14,전라북도 전주시 완산구 흑석로 70,전북종합사회복지관,063-282-7230,,207,http://www.childfund-jeonbuk.or.kr/,35.798058,127.149537,2020-08-31,4640000,전라북도 전주시
큰나루작은도서관,전라북도,전주시,작은도서관,매주일요일,09:00,17:00,08:00,12:00,00:00,00:00,30,10060,0,0,5,14,전라북도 전주시 덕진구 송천중앙로 36,덕진노인복지회관,063-271-9336,,179,http://www.djswc.kr/,35.8500904,127.1205915277,2020-08-31,4640000,전라북도 전주시
팔복작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일",11:00,19:00,00:00,00:00,00:00,00:00,74,13460,0,0,5,14,전라북도 전주시 덕진구 신복5길 6,팔복동주민자치위원회,063-212-0210,,270,,35.8536281,127.1062727,2020-08-31,4640000,전라북도 전주시
강변문고,광주광역시,북구,작은도서관,매주 일요일,10:00,17:00,10:00,17:00,00:00,00:00,30,2168,0,0,3,7,광주광역시 북구 두방길 93(두암동),,062-526-4692,,45,,35.16553623,126.9309712,2020-10-27,3620000,광주광역시 북구
개똥벌레어린이도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,18:00,00:00,00:00,8,3886,0,0,3,7,광주광역시 북구 군왕로 122(두암동),,062-265-0197,,164.93,,35.17207035,126.9328889,2020-10-27,3620000,광주광역시 북구
광주아름다운작은도서관,광주광역시,북구,작은도서관,없음,10:00,18:00,10:00,18:00,00:00,00:00,20,3500,0,0,3,7,광주광역시 북구 일곡마을로 78(일곡동),,062-572-0309,,82.5,,35.20557171,126.8925799,2020-10-27,3620000,광주광역시 북구
사랑샘도서관,경기도,영통구,공공도서관,"매주토,일요일, 국가지정공휴일(휴관일의 경우 00:00로 표기함)",09:00,18:00,09:00,00:00,00:00,00:00,63,24553,28,3679,5,14,경기도 수원시 영통구 창룡대로 255(이의동 1088-13),수원중앙복지재단,031-548-5622,7929,542,https://www.suwonlib.go.kr/swlove,37.295548,127.036051,2020-09-30,3740000,경기도 수원시
반달어린이도서관,경기도,영통구,어린이도서관,"매주일요일, 국가지정 공휴일(휴관일의 경우 00:00로 표기함)",09:00,18:00,09:00,18:00,00:00,00:00,120,35881,18,0,5,14,경기도 수원시 영통구 반달로 45(영통동 1012-5),조계종수원사,031-201-8350,7193,428,https://www.suwonlib.go.kr/bandal,37.250685,127.077386,2020-09-30,3740000,경기도 수원시
한아름도서관,경기도,팔달구,공공도서관,"매주월요일, 국가지정 공휴일",09:00,22:00,09:00,22:00,00:00,00:00,88,46474,35,872,5,14,경기도 수원시 팔달구 권광로 293(인계동 333),수원시청소년육성재단,031-218-0420,555,555,https://www.suwonlib.go.kr/sycc,37.273631,127.035011,2020-09-30,3740000,경기도 수원시
장항농어촌공공도서관,충청남도,서천군,공공도서관,매주 월요일,09:00,21:00,09:00,21:00,09:00,21:00,156,67985,68,0,5,14,충청남도 서천군 장항읍 장마로74번길 8,전북대학교 산학협력단,041-956-5016,2290,1448,http://www.jhlib.kr,36.01466958,126.6914954,2020-11-30,4580000,충청남도 서천군
옥과공공도서관,전라남도,곡성군,공공도서관,"매주 월요일, 일요일을 제외한 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,152,52875,40,433,5,14,전라남도 곡성군 옥과면 리문 4길 16,전라남도 곡성군청,061-363-1078,1811,995,http://library.gokseong.go.kr,35.2745396,127.1355696,2020-11-12,4860000,전라남도 곡성군
정읍중앙도서관,전라북도,정읍시,공공도서관,법정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,602,175129,39,4903,5,17,전라북도 정읍시 벚꽃로 511,전라북도 정읍시청,063-539-6437,3503,1300,http://www.jeongeup.go.kr/cenlib/index.jeongeup,35.5573769989,126.8669738084,2020-11-16,4690000,전라북도 정읍시
신태인도서관,전라북도,정읍시,공공도서관,법정공휴일,08:00,23:59,08:00,23:59,08:00,23:59,100,69055,19,997,5,17,전라북도 정읍시 신태인읍 신태인중앙로47,전라북도 정읍시청,063-539-6442,3342,394.72,http://www.jeongeup.go.kr/cenlib/index.jeongeup,35.689748,126.8899813112,2020-11-16,4690000,전라북도 정읍시
기적의도서관,전라북도,정읍시,공공도서관,법정공휴일,09:00,17:30,09:00,17:30,09:00,17:30,78,65791,19,591,5,17,전라북도 정읍시 수성5로 45-5,전라북도 정읍시청,063-539-6452,,1274,http://www.jeongeup.go.kr/cenlib/index.jeongeup,35.5842717844,126.8606535945,2020-11-16,4690000,전라북도 정읍시
연수어린이도서관,인천광역시,연수구,어린이도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,500,58480,31,8512,5,15,인천광역시 연수구 먼우금로 164,인천광역시 연수구청,032-749-8200,1334.6,1775,http://www.yspubliclib.go.kr,37.4123370290,126.6747411,2020-07-29,3520000,인천광역시 연수구
송도국제어린이도서관,인천광역시,연수구,어린이도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,200,72896,29,20100,5,15,인천광역시 연수구 컨벤시아대로 43,인천광역시 연수구청,032-749-8220,908,1702.61,http://www.yspubliclib.go.kr,37.3979798041,126.6536479773,2020-07-29,3520000,인천광역시 연수구
옥련1동작은도서관,인천광역시,연수구,작은도서관,코로나로 인한 휴관 운영,00:00,00:00,00:00,00:00,00:00,00:00,34,17430,0,0,5,15,인천광역시 연수구 비류대로 186번길 14,인천광역시 연수구청,032-749-6026,310,1647.44,http://www.yspubliclib.go.kr,37.4273352,126.6550785,2020-07-29,3520000,인천광역시 연수구
옥련2동어린이작은도서관,인천광역시,연수구,작은도서관,코로나로 인한 휴관 운영,00:00,00:00,00:00,00:00,00:00,00:00,100,37537,10,0,5,15,인천광역시 연수구 옥련로 82,인천광역시 연수구청,032-749-6084,322,1625,http://www.yspubliclib.go.kr,37.4261909871,126.6482894420,2020-07-29,3520000,인천광역시 연수구
연수2동작은도서관,인천광역시,연수구,작은도서관,코로나로 인한 휴관 운영,00:00,00:00,00:00,00:00,00:00,00:00,60,15487,0,0,5,15,인천광역시 연수구 원인재로 158,인천광역시 연수구청,032-749-6244,344,1568.96,http://www.yspubliclib.go.kr,37.4116297,126.6818255,2020-07-29,3520000,인천광역시 연수구
점동도서관,경기도,여주시,공공도서관,"매주 월요일, 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,121,25590,55,1551,10,15,경기도 여주시 점동면 청안로 130-15,여주시청,031-887-3311,1287,523,http://www.yjlib.go.kr,37.2051902430,127.6630119800,2020-07-20,5700000,경기도 여주시
금사도서관,경기도,여주시,공공도서관,매주 월요일,10:00,19:00,10:00,19:00,00:00,00:00,63,10328,31,549,10,15,경기도 여주시 흥천면 이여로 1278-2,여주시청,031-887-3390,6987,2610,http://www.yjlib.go.kr,37.3883550209,127.5345783518,2020-07-20,5700000,경기도 여주시
대신도서관,경기도,여주시,공공도서관,매주 월요일,09:00,22:00,09:00,18:00,00:00,00:00,92,19791,44,775,10,15,경기도 여주시 대신면 율촌1길 12-10,여주시청,031-887-3361,9141,995,http://www.yjlib.go.kr,37.3714683119,127.5844574199,2020-07-20,5700000,경기도 여주시
산북작은도서관,경기도,여주시,작은도서관,"매주 월요일, 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,72,20822,27,903,10,15,경기도 여주시 산북면 상품로 113,여주시청,031-881-0693,323,323,http://www.yjlib.go.kr,37.4033829,127.443305,2020-07-20,5700000,경기도 여주시
꿈꾸는어린이도서관,서울특별시,강서구,공공도서관,"월, 법정공휴일",09:00,22:00,09:00,22:00,00:00,00:00,220,77433,29,3549,5,14,서울특별시 강서구 공항대로 615,KC대학교,3663-4025,1100,855,http://lib.gangseo.seoul.kr,37.54733808,126.8733184,2020-05-29,3150000,서울특별시 강서구
은천동작은도서관,서울특별시,관악구,공공도서관,매주 화요일/국가지정공휴일,09:00,20:00,09:00,17:00,00:00,00:00,89,46522,45,1516,5,14,서울특별시 관악구 봉천로 33나길 30,서울특별시 관악구청,02-877-1162,1075,2974,http://lib.gwanak.go.kr/,37.48530456,126.942434,2020-11-30,3200000,서울특별시 관악구
조원작은도서관,서울특별시,관악구,공공도서관,매주 수요일/법정공휴일,09:00,20:00,09:00,17:00,00:00,00:00,210,62207,62,4748,5,14,서울특별시 관악구 조원로 12길 25,서울특별시 관악구청,02-851-5571,801,2668,http://lib.gwanak.go.kr/,37.48256328,126.907773,2020-11-30,3200000,서울특별시 관악구
숲속작은도서관,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,3070,0,0,5,14,서울특별시 관악구 관악산 나들길 114,서울특별시 관악구청,070-4118-6154,,,http://lib.gwanak.go.kr/,37.458841,126.9466795,2020-11-30,3200000,서울특별시 관악구
책이랑놀이랑,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,35,13253,13,433,8,14,서울특별시 관악구 행운1길 12 2층,서울특별시 관악구청,02-878-0955,380,902,http://lib.gwanak.go.kr/,37.479992,126.958588,2020-11-30,3200000,서울특별시 관악구
책쉼터,서울특별시,관악구,작은도서관,매주 일요일/국가지정공휴일,10:00,18:00,00:00,00:00,00:00,00:00,20,3723,0,0,2,7,서울특별시 관악구 낙성대로3길 37,서울특별시 관악구청,00-000-0000,10,6985,http://lib.gwanak.go.kr/,37.47306731,126.9603153,2020-11-30,3200000,서울특별시 관악구
낙성대공원도서관,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,39,7634,16,106,5,14,서울특별시 관악구 낙성대로 77,서울특별시 관악구청,02-872-5575,155,114,http://lib.gwanak.go.kr/,37.47197208,126.959371,2020-11-30,3200000,서울특별시 관악구
하난곡작은도서관,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,38,15065,17,668,5,14,서울특별시 관악구 난우10가길 20-7,서울특별시 관악구청,02-868-8994,198,358,http://lib.gwanak.go.kr/,37.47683046,126.919945,2020-11-30,3200000,서울특별시 관악구
용꿈꾸는 작은도서관,서울특별시,관악구,작은도서관,매주 일요일/국가지정공휴일,09:00,22:00,09:00,17:00,00:00,00:00,75,20594,26,419,5,14,서울특별시 관악구 관악로 145,서울특별시 관악구청,02-889-8823,132,230,http://lib.gwanak.go.kr/,37.47821067,126.9515012,2020-11-30,3200000,서울특별시 관악구
도림천에서 용나는 작은도서관,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,12,6935,3,127,5,14,서울특별시 관악구 신림로 297,서울특별시 관악구청,02-877-2722,,43.8,http://lib.gwanak.go.kr/,37.4810115,126.929827,2020-11-30,3200000,서울특별시 관악구
꿈나무 영유아도서관,서울특별시,관악구,작은도서관,매주 화요일/국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,50,7018,0,241,5,14,서울특별시 관악구 신림로3길 35,서울특별시 관악구청,02-828-5721,,,http://lib.gwanak.go.kr/,37.46759765,126.9448709,2020-11-30,3200000,서울특별시 관악구
서울대입구역 U-도서관,서울특별시,관악구,작은도서관,국가지정공휴일(설날/추석),06:00,00:00,06:00,00:00,00:00,00:00,0,144,0,0,5,14,서울특별시 관악구 남부순환로 지하 1822,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48115266,126.9526451,2020-11-30,3200000,서울특별시 관악구
신대방역 U-도서관,서울특별시,관악구,작은도서관,국가지정공휴일(설날/추석),06:00,00:00,06:00,00:00,00:00,00:00,0,48,0,0,5,14,서울특별시 동작구 대림로 2(신대방역),서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48757597,126.9131756,2020-11-30,3200000,서울특별시 관악구
봉천역 U-도서관,서울특별시,관악구,작은도서관,국가지정공휴일(설날/추석),06:00,00:00,06:00,00:00,00:00,00:00,0,112,0,0,5,14,서울특별시 관악구 남부순환로 지하 1721,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48255622,126.9414953,2020-11-30,3200000,서울특별시 관악구
갈산도서관,서울특별시,양천구,공공도서관,"매주월, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,95,44625,0,75,5,14,서울특별시 양천구 목동남로 4길 48-6,양천문화재단,02-2684-5410,,2678,http://lib.yangcheon.or.kr,37.508816,126.867312,2020-10-30,3140000,서울특별시 양천구
병점도서관,경기도,화성시,공공도서관,1번째 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,463,146705,89,4528,7,14,경기도 화성시 병점3로 132-6,화성시문화재단,031-226-1822,49171,2620,www.hscitylib.or.kr,37.2123443520,127.0461084594,2020-09-10,5530000,경기도 화성시
청도어린이도서관,경상북도,청도군,어린이도서관,"매주금요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,100,57445,32,1277,57445,300,경상북도 청도군 화양읍 청화로 79-3,경상북도 청도군청,054-370-6753,1822,687,lib.cheongdo.go.kr,35.6481840745,128.7363307,2020-06-30,5190000,경상북도 청도군
청도작은도서관,경상북도,청도군,작은도서관,매주월요일,09:00,18:00,09:00,17:00,00:00,00:00,37,9164,0,0,9164,300,경상북도 청도군 풍각면 송서8길 6-3,경상북도 청도군청,054-373-5538,1626,219,lib.cheongdo.go.kr,35.6421389769,128.6178319,2020-06-30,5190000,경상북도 청도군
밀양시립영어도서관,경상남도,밀양시,공공도서관,"매주 월요일, 신정, 구정, 추석 연휴일, 기타 도서관장이 정한 날",09:00,18:00,09:00,18:00,09:00,18:00,89,35635,30,2885,5,14,경상남도 밀양시 중앙로 265(삼문동),경상남도 밀양시,055-359-6045,5047,1104,http://eng.myclib.or.kr,35.4867908044,128.7548534990,2020-06-30,5360000,경상남도 밀양시
밀양시립도서관,경상남도,밀양시,공공도서관,"매주 월요일, 신정, 구정, 추석 연휴일, 기타 도서관장이 정한 날",09:00,18:00,09:00,18:00,09:00,18:00,441,151350,100,7056,5,14,경상남도 밀양시 중앙로 265(삼문동),경상남도 밀양시,055-359-6026,5629,5907,http://www.myclib.or.kr,35.4867908044,128.7548534990,2020-06-30,5360000,경상남도 밀양시
밀양달뫼작은도서관,경상남도,밀양시,공공도서관,"매주 월요일, 신정, 구정, 추석 연휴일, 기타 도서관장이 정한 날",09:00,18:00,09:00,18:00,09:00,18:00,0,2314,0,0,3,14,경상남도 밀양시 부북면 창밀로 3097-16,경상남도 밀양시,055-355-6052,100,100,https://www.myclib.or.kr/web/index.do?mnNo=104040000,35.5334762662,128.7046157489,2020-06-30,5360000,경상남도 밀양시
밀양향교작은도서관,경상남도,밀양시,공공도서관,"매주 월요일, 신정, 구정, 추석 연휴일, 기타 도서관장이 정한 날",09:00,18:00,09:00,18:00,09:00,18:00,0,2100,0,0,3,14,경상남도 밀양시 밀양향교 3길 19(교동),경상남도 밀양시,055-356-6051,158,158,https://www.myclib.or.kr/web/index.do?mnNo=104030000,35.5066057332,128.7545381496,2020-06-30,5360000,경상남도 밀양시
경상북도교육청 안동도서관용상분관,경상북도,안동시,공공도서관,매주 월요일/국가지정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,418,85344,49,4714,10,14,경상북도 안동시 경동로 884-8,경상북도교육청 안동도서관용상분관,054-821-5491,2671,2078,http://www.gbelib.kr/adys,36.55764344,128.7516476,2020-08-31,5070000,경상북도 안동시
중앙동작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,40,7609,8,0,10,14,충청남도 천안시 동남구 영성로 69-1,충청남도 천안시청,041-566-2639,187,187,http://www.cheonan.go.kr/lib.do,36.80454656,127.1496381,2020-12-09,4490000,충청남도 천안시
일봉동작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,6,10339,7,37,10,14,충청남도 천안시 동남구 차돌고개4길 18,충청남도 천안시청,041-573-3353,48,48,http://www.cheonan.go.kr/lib.do,36.79912457,127.1353251,2020-12-09,4490000,충청남도 천안시
성남면작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,8,6612,8,0,10,14,충청남도 천안시 동남구 성남면 신사대화로 149,충청남도 천안시청,041-622-6665,91,91,http://www.cheonan.go.kr/lib.do,36.74222767,127.2369957,2020-12-09,4490000,충청남도 천안시
풍세면작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,12,6406,8,0,10,14,충청남도 천안시 동남구 풍세면 상정1길 3,충청남도 천안시청,041-554-5201,100,100,http://www.cheonan.go.kr/lib.do,36.72182275,127.1187666,2020-12-09,4490000,충청남도 천안시
문성동작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,12,8752,8,581,10,14,충청남도 천안시 동남구 복자1길 24,충청남도 천안시청,041-522-9065,100,100,http://www.cheonan.go.kr/lib.do,36.81422134,127.1521491,2020-12-09,4490000,충청남도 천안시
입장면작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,12,8923,7,0,10,14,충청남도 천안시 서북구 입장면 하장4길 37,충청남도 천안시청,041-583-5001,69,69,http://www.cheonan.go.kr/lib.do,36.9133491,127.2182211,2020-12-09,4490000,충청남도 천안시
성환읍다문화작은도서관,충청남도,천안시,작은도서관,"매주 토/일요일, 국가지정공휴일",09:00,19:00,00:00,00:00,00:00,00:00,24,13906,8,1220,10,14,충청남도 천안시 서북구 성환읍 성환13길 7,충청남도 천안시청,041-587-5002,183,183,http://www.cheonan.go.kr/lib.do,36.9181614,127.1343912,2020-12-09,4490000,충청남도 천안시
직산읍작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",09:00,19:00,09:00,19:00,00:00,00:00,20,16402,9,928,10,14,충청남도 천안시 서북구 직산읍 삼은4길 2,충청남도 천안시청,041-583-0337,208,208,http://www.cheonan.go.kr/lib.do,36.8790064970,127.1504675019,2020-12-09,4490000,충청남도 천안시
광덕작은도서관,충청남도,천안시,작은도서관,"매주 토/일요일, 국가지정공휴일",08:00,16:00,00:00,00:00,00:00,00:00,24,5835,10,0,10,14,충청남도 천안시 동남구 광덕면 신흥리3길 76,충청남도 천안시청,041-522-0333,165,165,http://www.cheonan.go.kr/lib.do,36.69497347,127.1105835,2020-12-09,4490000,충청남도 천안시
신안동작은도서관,충청남도,천안시,작은도서관,"매주 월/일요일, 국가지정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,18,8366,8,0,10,14,충청남도 천안시 동남구 신부3길 16-6,충청남도 천안시청,041-564-3020,56,56,http://www.cheonan.go.kr/lib.do,36.81745837,127.1601766,2020-12-09,4490000,충청남도 천안시
덕적작은도서관,인천광역시,옹진군,작은도서관,매주일요일,09:00,15:00,09:00,15:00,00:00,00:00,12,1065,10,10,3,14,"인천광역시 옹진군 덕적면 덕적남로 7, 2층",덕적면,032-899-3712,2471,800.53,,37.22648044,126.1467783,2020-11-19,3580000,인천광역시 옹진군
판교인생,경기도,성남시,작은도서관,"일,공휴일",09:00,18:00,09:00,14:00,00:00,00:00,65,4994,8,0,6,14,경기도 성남시 분당구 판교역로 99,판교노인종합복지관,031-620-2817,,234,https://www. Seongnam.small.Library,37.39022707,127.108622,2020-06-30,3780000,경기도 성남시
하늘달팽이,경기도,성남시,작은도서관,"일,공휴일",10:00,18:00,13:00,18:00,00:00,00:00,30,12910,6,0,6,14,경기도 성남시 수정구 양지로35번길 4 (양지동),양지제1복지관,070-8861-0574,,146,https://www. Seongnam.small.Library,37.458106,127.1626179,2020-06-30,3780000,경기도 성남시
하얀마을秀,경기도,성남시,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,2331,0,0,6,14,"경기도 성남시 분당구 금곡로25번길 10, 지하1층(구미동)",하얀마을복지회관,031-718-2779,,83,https://www. Seongnam.small.Library,37.34453798,127.1123188,2020-06-30,3780000,경기도 성남시
한마음점자,경기도,성남시,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,29,19024,9,1568,6,14,경기도 성남시 분당구 야탑로 227,한마음복지관,031-725-9570,,427,https://www. Seongnam.small.Library,37.40822752,127.1441532,2020-06-30,3780000,경기도 성남시
한솔,경기도,성남시,작은도서관,"토,일,공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,14642,24,0,6,14,"경기도 성남시 분당구 내정로 94 (정자동,한솔주공7단지)",한솔종합사회복지관,031-8022-1177,,190,https://www. Seongnam.small.Library,37.36738858,127.1155093,2020-06-30,3780000,경기도 성남시
관악중앙도서관,서울특별시,관악구,공공도서관,매주 화요일/국가지정공휴일,07:00,23:00,09:00,22:00,00:00,00:00,510,198650,64,26348,5,14,서울특별시 관악구 신림로3길 35(신림동),서울특별시 관악구청,02-828-5700,7349,14279,http://lib.gwanak.go.kr/,37.46759765,126.9448709,2020-11-30,3200000,서울특별시 관악구
글빛정보도서관,서울특별시,관악구,공공도서관,매주 수요일/국가지정공휴일,09:00,23:00,09:00,22:00,00:00,00:00,136,66137,56,2341,5,14,서울특별시 관악구 관악로 30길 23,서울특별시 관악구청,02-878-7460,351,693,http://lib.gwanak.go.kr/,37.486252,126.959668,2020-11-30,3200000,서울특별시 관악구
성현동작은도서관,서울특별시,관악구,공공도서관,매주 화요일/국가지정공휴일,09:00,19:00,09:00,17:00,00:00,00:00,60,52273,44,2098,5,14,서울특별시 관악구 관악로 37길 56,서울특별시 관악구청,02-877-7182,,1974,http://lib.gwanak.go.kr/,37.48731296,126.9561835,2020-11-30,3200000,서울특별시 관악구
꿈마을도서관,서울특별시,구로구,공공도서관,월요일,09:00,22:00,09:00,17:00,00:00,00:00,113,18638,10,0,5,14,서울특별시 구로구 디지털로27다길 65 (2층),구로문화원,02-830-5807,,476,http://lib.guro.go.kr,37.487167,126.890156,2020-09-29,3160000,서울특별시 구로구
구로구립온누리도서관,서울특별시,구로구,공공도서관,화요일,09:00,22:00,09:00,22:00,00:00,00:00,68,29651,10,39,5,14,"서울특별시 구로구 구로중앙로27나길 9, 4층 (온누리관)",구로문화원,02-858-9080,,460,http://lib.guro.go.kr,37.49746124,126.8865524,2020-09-29,3160000,서울특별시 구로구
개봉어린이도서관,서울특별시,구로구,공공도서관,월요일,10:00,19:00,10:00,17:00,00:00,00:00,77,33439,8,513,5,14,서울특별시 구로구 경인로 318-15,구로문화원,02-2066-1695,,492,http://lib.guro.go.kr,37.496705,126.855912,2020-09-29,3160000,서울특별시 구로구
하늘도서관,서울특별시,구로구,공공도서관,화요일,09:00,22:00,09:00,17:00,00:00,00:00,105,28879,10,113,5,14,서울특별시 구로구 구로동로13길 68,구로문화원,02-864-9585,,521,http://lib.guro.go.kr,37.48737567,126.8813483,2020-09-29,3160000,서울특별시 구로구
BS작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,12:00,18:00,00:00,00:00,00:00,00:00,16,1000,0,0,3,7,광주광역시 북구 반룡로 33 (용봉동),,062-527-2733,,82,,35.17923095,126.9015553,2020-10-27,3620000,광주광역시 북구
CUM역사도서관,광주광역시,북구,작은도서관,매주 일요일,12:00,19:00,12:00,19:00,00:00,00:00,12,1200,0,0,3,7,광주광역시 북구 황계로55번길 18(운암동),,062-511-0885,,90,,35.17815396,126.8752749,2020-10-27,3620000,광주광역시 북구
ESR작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,19:30,10:00,19:30,00:00,00:00,20,6000,0,0,3,7,"광주광역시 북구 설죽로 315번길 11(매곡동, 2층)",,062-574-0579,,47,,35.1880207806,126.8970957892,2020-10-27,3620000,광주광역시 북구
